frame	0.0	8.0
1.0	350.1788711547852	346.3106167316437
2.0	349.62337493896484	209.28354799747467
3.0	647.8560066223145	316.7879390716553
4.0	168.31110000610352	283.1098544597626
5.0	598.3724975585938	338.32419991493225
6.0	849.9313354492188	381.5065097808838
7.0	391.5373229980469	265.3398334980011
8.0	893.5933685302734	149.2826610803604
frame	1.0	8.0
3.0	648.3222961425781	316.28389835357666
2.0	351.06029510498047	209.18523967266083
1.0	362.4414443969727	344.2417430877685
6.0	847.6624298095703	379.15367603302
5.0	593.341178894043	338.9423739910126
7.0	402.6009750366211	266.3778054714203
4.0	171.7831802368164	286.0219717025757
8.0	888.3528900146484	149.52969789505005
frame	2.0	9.0
1.0	369.4109725952149	341.39904141426086
6.0	845.3684997558594	378.0200242996216
4.0	173.23318004608154	287.03014969825745
3.0	648.6618995666504	315.2190721035004
2.0	352.4855041503906	209.64533507823944
7.0	410.8097457885742	265.974315404892
5.0	586.8246078491211	341.7582106590271
8.0	885.7138824462891	148.9766103029251
0.0	614.2127990722656	318.9099311828613
frame	3.0	8.0
1.0	374.3663787841797	340.69231152534485
6.0	841.9256591796875	376.80206537246704
4.0	172.2026252746582	285.8889234066009
7.0	417.82470703125	266.4000356197357
2.0	354.1984558105469	210.51540076732635
3.0	648.3599853515625	316.63437724113464
5.0	584.0841293334961	342.5541293621063
8.0	885.2020263671875	147.42009222507477
frame	4.0	8.0
6.0	838.5358428955078	375.33451080322266
7.0	419.4321060180664	267.5457894802093
1.0	373.7575149536133	344.22760248184204
2.0	356.1939239501953	210.80127596855164
3.0	644.8965263366699	314.68860626220703
4.0	174.2494821548462	288.04269433021545
5.0	582.955207824707	339.9348556995392
8.0	882.3399353027344	147.3885816335678
frame	5.0	8.0
6.0	836.4218902587891	374.9302804470062
2.0	358.14701080322266	211.93693935871124
1.0	381.2344741821289	338.5944163799286
3.0	644.3438911437988	313.80014061927795
7.0	426.4093399047852	266.3460159301758
8.0	879.5555114746094	147.48397707939148
4.0	177.87760257720947	287.8193414211273
5.0	589.7159957885742	342.9762017726898
frame	6.0	8.0
1.0	388.4331893920898	337.71995186805725
6.0	833.8076019287109	374.924476146698
2.0	359.9288558959961	209.51253354549408
3.0	643.5303688049316	315.5477714538574
7.0	433.3527374267578	264.6418368816376
4.0	180.5039978027344	288.0905556678772
8.0	876.4767456054688	146.3557595014572
5.0	591.6854858398438	342.09290742874146
frame	7.0	9.0
1.0	396.0032653808594	337.1386206150055
3.0	643.4834289550781	313.7181293964386
2.0	363.8126754760742	212.6555675268173
8.0	872.2914123535156	148.3338350057602
5.0	590.4796600341797	339.61228251457214
7.0	442.1190643310547	263.7412905693054
4.0	182.83897399902344	288.9142084121704
6.0	830.9050750732422	373.876268863678
1.0	373.6506652832031	236.1411666870117
frame	8.0	8.0
1.0	400.2296829223633	338.32432866096497
3.0	640.8673095703125	313.7066388130188
7.0	451.8529891967773	263.88174176216125
2.0	367.79666900634766	214.1863042116165
4.0	182.9600524902344	288.6497747898102
5.0	591.2129592895508	340.54426431655884
8.0	869.5569610595703	149.8001128435135
6.0	828.1905364990234	371.8988907337189
frame	9.0	8.0
2.0	373.5742950439453	215.19375264644623
1.0	404.93988037109375	336.4217412471771
7.0	461.8217468261719	264.3950843811035
3.0	637.4147033691406	313.45853447914124
4.0	182.9574203491211	288.11625123023987
5.0	591.8786239624023	340.1079225540161
8.0	866.9541168212891	150.06460547447205
6.0	826.8970489501953	370.17364025115967
frame	10.0	8.0
1.0	408.67259979248047	338.1644582748413
2.0	378.44688415527344	214.4055962562561
7.0	470.2638244628906	263.1579315662384
3.0	636.4062881469727	313.325936794281
5.0	593.851203918457	341.71738743782043
4.0	182.77423858642575	287.77660846710205
8.0	866.7222595214844	152.04278826713562
6.0	825.3145599365234	368.9781904220581
frame	11.0	8.0
7.0	476.47632598876953	263.4645938873291
2.0	383.2353210449219	214.0054750442505
5.0	597.5699234008789	341.440304517746
1.0	417.2152328491211	336.1662769317627
6.0	823.9105987548828	366.0561490058899
3.0	630.8051872253418	310.4985988140106
4.0	183.2274627685547	286.7479920387268
8.0	862.8921508789062	154.28733587265015
frame	12.0	8.0
