frame	0	8
Person	350.17887115478516	346.3106167316437
Person	349.62337493896484	209.28354799747467
Person	647.8560066223145	316.7879390716553
Person	168.31110000610352	283.1098544597626
Person	598.3724975585938	338.32419991493225
Person	849.9313354492188	381.5065097808838
Person	391.5373229980469	265.3398334980011
Person	893.5933685302734	149.2826610803604
frame	1	8
Person	648.3222961425781	316.28389835357666
Person	351.06029510498047	209.18523967266083
Person	362.44144439697266	344.24174308776855
Person	847.6624298095703	379.15367603302
Person	593.341178894043	338.9423739910126
Person	402.6009750366211	266.3778054714203
Person	171.7831802368164	286.0219717025757
Person	888.3528900146484	149.52969789505005
frame	2	9
Person	369.41097259521484	341.39904141426086
Person	845.3684997558594	378.0200242996216
Person	173.23318004608154	287.03014969825745
Person	648.6618995666504	315.21907210350037
Person	352.4855041503906	209.64533507823944
Person	410.8097457885742	265.97431540489197
Person	586.8246078491211	341.7582106590271
Person	885.7138824462891	148.9766103029251
Person	614.2127990722656	318.9099311828613
frame	3	8
Person	374.3663787841797	340.69231152534485
Person	841.9256591796875	376.80206537246704
Person	172.2026252746582	285.88892340660095
Person	417.82470703125	266.4000356197357
Person	354.1984558105469	210.51540076732635
Person	648.3599853515625	316.63437724113464
Person	584.0841293334961	342.5541293621063
Person	885.2020263671875	147.42009222507477
frame	4	8
Person	838.5358428955078	375.33451080322266
Person	419.4321060180664	267.54578948020935
Person	373.7575149536133	344.22760248184204
Person	356.1939239501953	210.80127596855164
Person	644.8965263366699	314.68860626220703
Person	174.2494821548462	288.04269433021545
Person	582.955207824707	339.9348556995392
Person	882.3399353027344	147.3885816335678
frame	5	8
Person	836.4218902587891	374.9302804470062
Person	358.14701080322266	211.93693935871124
Person	381.2344741821289	338.5944163799286
Person	644.3438911437988	313.80014061927795
Person	426.40933990478516	266.3460159301758
Person	879.5555114746094	147.48397707939148
Person	177.87760257720947	287.8193414211273
Person	589.7159957885742	342.9762017726898
frame	6	8
Person	388.43318939208984	337.71995186805725
Person	833.8076019287109	374.924476146698
Person	359.9288558959961	209.51253354549408
Person	643.5303688049316	315.5477714538574
Person	433.3527374267578	264.6418368816376
Person	180.50399780273438	288.0905556678772
Person	876.4767456054688	146.35575950145721
Person	591.6854858398438	342.09290742874146
frame	7	9
Person	396.0032653808594	337.1386206150055
Person	643.4834289550781	313.7181293964386
Person	363.8126754760742	212.65556752681732
Person	872.2914123535156	148.3338350057602
Person	590.4796600341797	339.61228251457214
Person	442.1190643310547	263.7412905693054
Person	182.83897399902344	288.9142084121704
Person	830.9050750732422	373.876268863678
Person	373.6506652832031	236.14116668701172
frame	8	8
Person	400.2296829223633	338.32432866096497
Person	640.8673095703125	313.7066388130188
Person	451.85298919677734	263.88174176216125
Person	367.79666900634766	214.18630421161652
Person	182.96005249023438	288.6497747898102
Person	591.2129592895508	340.54426431655884
Person	869.5569610595703	149.8001128435135
Person	828.1905364990234	371.8988907337189
frame	9	8
Person	373.5742950439453	215.19375264644623
Person	404.93988037109375	336.4217412471771
Person	461.8217468261719	264.3950843811035
Person	637.4147033691406	313.45853447914124
Person	182.9574203491211	288.11625123023987
Person	591.8786239624023	340.1079225540161
Person	866.9541168212891	150.06460547447205
Person	826.8970489501953	370.17364025115967
frame	10	8
Person	408.67259979248047	338.1644582748413
Person	378.44688415527344	214.4055962562561
Person	470.2638244628906	263.1579315662384
Person	636.4062881469727	313.325936794281
Person	593.851203918457	341.71738743782043
Person	182.77423858642578	287.77660846710205
Person	866.7222595214844	152.04278826713562
Person	825.3145599365234	368.9781904220581
frame	11	8
Person	476.47632598876953	263.4645938873291
Person	383.2353210449219	214.0054750442505
Person	597.5699234008789	341.440304517746
Person	417.2152328491211	336.1662769317627
Person	823.9105987548828	366.0561490058899
Person	630.8051872253418	310.4985988140106
Person	183.2274627685547	286.7479920387268
Person	862.8921508789062	154.28733587265015
frame	12	8
Person	386.57318115234375	213.75584185123444
Person	483.1121063232422	264.1781795024872
Person	423.4291076660156	336.8806028366089
Person	627.1598052978516	299.4439494609833
Person	822.5053405761719	363.6616337299347
Person	607.835750579834	341.24951362609863
Person	860.4212188720703	156.0615313053131
Person	184.22317504882812	286.97460651397705
frame	13	8
Person	387.5579833984375	214.08456802368164
Person	488.53843688964844	265.07089376449585
Person	429.25331115722656	335.26852011680603
Person	626.6439247131348	294.03141260147095
Person	820.3427124023438	363.91400814056396
Person	605.7639312744141	342.66552686691284
Person	862.6937103271484	155.6938272714615
Person	184.32376861572266	286.3170790672302
frame	14	8
Person	387.75577545166016	214.94661390781403
Person	434.01771545410156	335.21244049072266
Person	493.2067108154297	265.0751531124115
Person	857.2291564941406	157.60500848293304
Person	624.7502136230469	295.54165720939636
Person	603.1926345825195	342.3258948326111
Person	817.5279998779297	365.2142357826233
Person	184.061279296875	286.004741191864
frame	15	8
Person	388.968505859375	217.16188251972198
Person	439.67906951904297	335.96195697784424
Person	497.7728271484375	266.72746896743774
Person	605.101432800293	342.31266617774963
Person	624.4187355041504	295.516015291214
Person	816.2062072753906	367.5865638256073
Person	854.3382263183594	156.14309191703796
Person	184.06732559204102	287.07152009010315
frame	16	8
Person	390.30040740966797	217.405743598938
Person	445.5097198486328	336.1534881591797
Person	607.5799942016602	341.9744396209717
Person	506.57440185546875	266.65931940078735
Person	624.802360534668	294.7596752643585
Person	814.7234344482422	366.45400643348694
Person	847.1111297607422	156.79049670696259
Person	184.31812286376953	288.0349802970886
frame	17	9
Person	391.8802261352539	219.38177525997162
Person	515.5127716064453	267.71454334259033
Person	450.87398529052734	336.42399430274963
Person	611.5413665771484	342.2065794467926
Person	620.3632545471191	292.95668363571167
Person	811.7081451416016	365.27058362960815
Person	839.9036407470703	156.27574861049652
Person	183.04771423339844	289.5845675468445
Person	849.1851806640625	167.1599918603897
frame	18	9
Person	392.0505142211914	218.94960701465607
Person	518.9364242553711	267.72104501724243
Person	454.7339630126953	338.8967978954315
Person	614.4911766052246	342.9960072040558
Person	617.4334144592285	290.37010073661804
Person	809.8680877685547	364.2566978931427
Person	181.33285522460938	290.7916474342346
Person	832.613525390625	174.01941418647766
Person	621.1311721801758	310.4419505596161
frame	19	8
Person	390.99727630615234	219.29546177387238
Person	523.7042617797852	269.40109491348267
Person	457.8573989868164	340.81889033317566
Person	615.916805267334	342.96982884407043
Person	615.8123207092285	292.46310353279114
Person	807.2177886962891	365.38707733154297
Person	816.5917205810547	155.20416855812073
Person	179.50241088867188	293.52779030799866
frame	20	9
Person	390.80543518066406	219.30923223495483
Person	527.4047470092773	271.8730294704437
Person	620.1345443725586	342.25820660591125
Person	460.517578125	344.97854590415955
Person	805.6900787353516	365.6274461746216
Person	613.3567428588867	293.0524706840515
Person	806.78466796875	143.33814561367035
Person	175.90138912200928	295.05932092666626
Person	829.0226745605469	174.55899953842163
frame	21	9
Person	388.5957336425781	218.65050852298737
Person	460.82698822021484	346.7125082015991
Person	621.6445541381836	349.1198766231537
Person	528.1352615356445	271.2654662132263
Person	803.3090972900391	366.04000210762024
Person	617.5717544555664	293.0475354194641
Person	619.3475151062012	319.32583451271057
Person	808.7975311279297	157.3794937133789
Person	174.0345573425293	297.7264451980591
frame	22	9
Person	387.2288513183594	221.09922051429749
Person	800.6545257568359	366.5107727050781
Person	625.4170989990234	349.68141317367554
Person	529.0157699584961	272.717410326004
